timestamp,well_id,css_cycle_id,spm,stroke_length_in,vfd_frequency_Hz,rod_load_min_kN,rod_load_max_kN,pump_fillage_pct,pump_efficiency_pct,polished_rod_load_kN,motor_power_kW,reading_type
2023-02-12,BGW-003,BGW-003-C1,7.08,151.8,36.4,9.06,20.57,91.7,83.8,14.99,20.5,automated_daily
2023-02-13,BGW-003,BGW-003-C1,4.73,138.9,59.2,9.78,20.24,81.8,77.6,14.12,23.2,automated_daily
2023-02-14,BGW-003,BGW-003-C1,6.78,134.9,58.1,8.7,20.45,94.5,90.1,14.21,16.5,automated_daily
2023-02-15,BGW-003,BGW-003-C1,5.81,163.5,53.9,8.35,16.32,94.0,90.1,13.89,30.5,automated_daily
2023-02-16,BGW-003,BGW-003-C1,4.65,105.5,47.6,8.54,16.04,82.5,75.9,12.73,34.9,automated_daily
2023-02-17,BGW-003,BGW-003-C1,5.29,96.5,48.2,12.24,21.06,86.1,78.8,16.93,25.4,automated_daily
2023-02-18,BGW-003,BGW-003-C1,5.51,131.6,41.3,13.03,21.58,85.9,84.3,17.01,27.2,automated_daily
2023-02-19,BGW-003,BGW-003-C1,6.1,146.0,46.2,9.81,19.95,79.1,73.6,14.51,19.7,automated_daily
2023-02-20,BGW-003,BGW-003-C1,5.17,165.3,39.1,12.49,24.48,85.9,83.1,17.86,17.1,automated_daily
2023-02-21,BGW-003,BGW-003-C1,7.46,166.0,45.3,12.92,23.88,77.5,74.9,17.53,18.2,automated_daily
2023-02-22,BGW-003,BGW-003-C1,7.09,132.8,44.6,13.68,20.11,92.8,88.8,14.13,22.6,automated_daily
2023-02-23,BGW-003,BGW-003-C1,5.25,166.8,55.2,13.03,22.09,86.9,81.6,17.52,28.5,automated_daily
2023-02-24,BGW-003,BGW-003-C1,5.23,164.5,57.8,10.52,22.38,74.1,67.0,16.97,15.8,automated_daily
2023-02-25,BGW-003,BGW-003-C1,6.85,113.9,47.5,11.24,19.91,86.7,86.1,14.63,31.3,automated_daily
2023-02-26,BGW-003,BGW-003-C1,6.37,141.7,58.9,13.92,25.59,86.2,81.9,19.33,20.5,automated_daily
2023-02-27,BGW-003,BGW-003-C1,4.62,98.7,43.1,10.32,19.81,75.8,68.3,14.86,16.0,automated_daily
2023-02-28,BGW-003,BGW-003-C1,5.57,160.9,45.8,9.93,20.27,84.4,80.5,14.44,18.0,automated_daily
2023-03-01,BGW-003,BGW-003-C1,4.64,150.4,41.1,8.72,18.26,79.6,75.0,12.92,34.2,automated_daily
2023-03-02,BGW-003,BGW-003-C1,7.28,117.6,48.8,10.48,18.96,78.4,78.0,16.09,32.4,automated_daily
2023-03-03,BGW-003,BGW-003-C1,4.82,97.3,37.6,11.83,19.27,84.4,78.3,15.6,29.3,automated_daily
2023-03-04,BGW-003,BGW-003-C1,4.63,158.5,57.9,11.22,18.93,78.6,74.1,14.61,33.7,automated_daily
2023-03-05,BGW-003,BGW-003-C1,6.9,139.9,42.2,11.0,22.28,79.3,76.2,15.11,34.1,automated_daily
2023-03-06,BGW-003,BGW-003-C1,7.08,108.8,54.8,11.69,18.41,79.9,79.4,14.24,28.1,automated_daily
2023-03-07,BGW-003,BGW-003-C1,5.31,137.9,58.8,8.73,18.6,68.4,61.1,14.14,34.3,automated_daily
2023-03-08,BGW-003,BGW-003-C1,6.52,153.0,40.0,11.36,21.05,72.6,71.6,17.8,30.4,automated_daily
2023-03-09,BGW-003,BGW-003-C1,5.74,106.5,39.4,11.08,17.26,74.7,71.3,14.24,33.5,automated_daily
2023-03-10,BGW-003,BGW-003-C1,5.13,100.7,41.3,8.17,18.58,76.6,72.0,12.98,32.0,automated_daily
2023-03-11,BGW-003,BGW-003-C1,5.73,139.9,46.0,11.74,18.65,78.9,76.5,15.23,18.3,automated_daily
2023-03-12,BGW-003,BGW-003-C1,6.68,124.5,59.6,9.81,21.5,74.2,72.7,15.22,18.3,automated_daily
2023-03-13,BGW-003,BGW-003-C1,4.97,141.0,40.0,8.51,16.11,84.4,79.0,12.66,18.1,automated_daily
2023-03-14,BGW-003,BGW-003-C1,6.61,129.2,48.2,9.44,18.35,75.3,69.5,14.3,21.8,automated_daily
2023-03-15,BGW-003,BGW-003-C1,5.96,149.2,52.3,12.5,19.49,76.0,73.4,15.89,23.9,automated_daily
2023-03-16,BGW-003,BGW-003-C1,6.5,137.0,49.5,11.8,19.44,71.3,69.5,18.46,21.3,automated_daily
2023-03-17,BGW-003,BGW-003-C1,6.28,162.5,57.0,8.63,17.87,76.5,76.2,13.86,22.5,automated_daily
2023-03-18,BGW-003,BGW-003-C1,5.95,127.3,58.6,8.2,19.9,67.2,65.3,13.84,29.8,automated_daily
2023-03-19,BGW-003,BGW-003-C1,7.19,135.1,47.6,9.24,20.94,75.9,70.6,14.17,30.8,automated_daily
2023-03-20,BGW-003,BGW-003-C1,7.1,132.0,55.1,12.28,20.99,66.7,60.5,15.21,15.1,automated_daily
2023-03-21,BGW-003,BGW-003-C1,6.03,156.4,55.2,9.02,15.15,77.4,75.8,10.63,32.4,automated_daily
2023-03-22,BGW-003,BGW-003-C1,6.96,138.3,47.7,13.82,20.3,77.3,73.9,16.54,17.4,automated_daily
2023-03-23,BGW-003,BGW-003-C1,5.29,129.3,38.4,10.34,17.54,80.6,73.4,14.25,31.0,automated_daily
2023-03-24,BGW-003,BGW-003-C1,4.63,146.0,36.2,10.37,19.65,65.2,59.0,14.52,19.1,automated_daily
2023-03-25,BGW-003,BGW-003-C1,5.91,151.3,58.5,11.2,18.92,73.8,67.4,15.49,32.6,automated_daily
2023-03-26,BGW-003,BGW-003-C1,7.31,97.3,53.5,10.08,20.09,74.7,67.2,14.71,29.9,automated_daily
2023-03-27,BGW-003,BGW-003-C1,5.01,137.3,45.8,8.67,19.04,69.7,64.1,11.96,16.0,automated_daily
2023-03-28,BGW-003,BGW-003-C1,6.4,160.3,45.9,8.5,19.54,71.0,70.0,14.24,23.3,automated_daily
2023-03-29,BGW-003,BGW-003-C1,6.61,96.0,44.3,9.08,16.78,67.8,64.6,12.62,31.0,automated_daily
2023-03-30,BGW-003,BGW-003-C1,5.82,157.3,45.8,11.12,21.79,78.1,72.4,16.57,34.3,automated_daily
2023-03-31,BGW-003,BGW-003-C1,4.66,126.8,38.9,9.3,16.2,70.7,65.2,12.01,31.7,automated_daily
2023-04-01,BGW-003,BGW-003-C1,6.37,111.4,35.4,12.13,19.0,69.8,64.2,16.16,28.4,automated_daily
2023-04-02,BGW-003,BGW-003-C1,7.15,101.4,58.3,8.4,17.37,61.6,54.2,12.54,31.8,automated_daily
2023-04-03,BGW-003,BGW-003-C1,7.08,99.5,48.9,9.13,15.24,66.4,60.9,13.63,31.0,automated_daily
2023-04-04,BGW-003,BGW-003-C1,5.54,151.5,51.7,9.2,17.81,61.5,60.0,13.12,19.9,automated_daily
2023-04-05,BGW-003,BGW-003-C1,6.71,167.4,45.8,13.23,23.22,64.3,64.2,18.37,22.9,automated_daily
2023-04-06,BGW-003,BGW-003-C1,5.81,104.4,55.9,10.17,17.27,60.4,55.6,12.52,33.7,automated_daily
2023-04-07,BGW-003,BGW-003-C1,7.15,121.1,47.6,10.23,21.76,68.0,67.3,15.33,19.9,automated_daily
2023-04-08,BGW-003,BGW-003-C1,5.52,158.2,58.2,9.03,19.56,74.6,71.8,13.83,20.5,automated_daily
2023-04-09,BGW-003,BGW-003-C1,5.53,149.3,54.5,10.37,16.4,59.7,59.2,12.96,34.1,automated_daily
2023-04-10,BGW-003,BGW-003-C1,6.73,163.4,43.5,11.37,22.48,66.6,61.7,16.08,30.4,automated_daily
2023-04-11,BGW-003,BGW-003-C1,6.81,150.2,53.9,11.68,19.17,68.4,61.1,15.48,31.5,automated_daily
2023-04-12,BGW-003,BGW-003-C1,6.52,154.0,55.0,8.97,18.64,62.4,60.7,15.39,25.3,automated_daily
2023-04-13,BGW-003,BGW-003-C1,7.44,137.3,54.3,9.5,16.85,77.6,71.9,12.89,29.8,automated_daily
2023-04-14,BGW-003,BGW-003-C1,5.57,99.2,54.7,9.87,18.45,72.5,67.9,14.17,22.1,automated_daily
2023-04-15,BGW-003,BGW-003-C1,5.36,137.1,59.4,8.71,16.32,72.2,66.7,11.76,34.6,automated_daily
2023-04-16,BGW-003,BGW-003-C1,5.97,112.3,47.6,10.47,17.55,67.4,65.6,14.75,26.0,automated_daily
2023-04-17,BGW-003,BGW-003-C1,4.77,119.9,52.7,13.87,19.94,60.1,52.3,17.93,33.0,automated_daily
2023-04-18,BGW-003,BGW-003-C1,5.89,152.5,48.8,13.38,24.74,65.0,60.8,19.85,24.1,automated_daily
2023-04-19,BGW-003,BGW-003-C1,6.55,142.8,36.6,13.78,21.79,61.1,59.1,18.2,16.4,automated_daily
2023-04-20,BGW-003,BGW-003-C1,4.62,107.6,35.1,9.05,21.02,61.9,57.6,15.74,26.3,automated_daily
2023-04-21,BGW-003,BGW-003-C1,6.14,120.2,51.4,8.86,16.18,74.7,66.7,12.08,18.0,automated_daily
2023-04-22,BGW-003,BGW-003-C1,6.67,104.4,43.8,9.97,17.34,69.1,65.3,12.44,24.1,automated_daily
2023-04-23,BGW-003,BGW-003-C1,7.41,139.6,36.9,9.14,19.56,63.2,57.3,15.47,18.0,automated_daily
2023-05-20,BGW-003,BGW-003-C2,5.33,103.0,43.6,12.51,20.63,91.1,90.8,17.91,26.9,automated_daily
2023-05-21,BGW-003,BGW-003-C2,6.52,137.2,47.4,10.85,22.62,95.2,88.3,16.81,28.1,automated_daily
2023-05-22,BGW-003,BGW-003-C2,4.56,118.9,53.9,13.55,23.65,94.4,88.7,18.06,33.6,automated_daily
2023-05-23,BGW-003,BGW-003-C2,7.34,106.2,35.8,11.38,18.06,97.0,95.0,14.05,29.8,automated_daily
2023-05-24,BGW-003,BGW-003-C2,6.1,138.2,39.0,10.64,20.46,93.7,86.6,14.78,29.0,automated_daily
2023-05-25,BGW-003,BGW-003-C2,6.62,152.8,48.3,8.37,19.62,91.4,86.6,15.58,25.2,automated_daily
2023-05-26,BGW-003,BGW-003-C2,5.96,134.7,44.6,8.89,19.46,88.8,85.1,13.17,15.9,automated_daily
2023-05-27,BGW-003,BGW-003-C2,4.72,148.8,49.5,10.71,22.55,89.4,86.8,15.97,29.8,automated_daily
2023-05-28,BGW-003,BGW-003-C2,6.48,166.3,52.4,8.9,16.16,91.1,84.1,11.86,25.2,automated_daily
2023-05-29,BGW-003,BGW-003-C2,6.83,104.3,53.5,10.29,21.7,91.4,86.8,14.92,15.2,automated_daily
2023-05-30,BGW-003,BGW-003-C2,6.06,157.4,35.9,9.94,19.53,94.5,89.2,14.76,23.0,automated_daily
2023-05-31,BGW-003,BGW-003-C2,6.59,161.1,55.2,12.21,22.01,90.4,84.2,17.35,15.1,automated_daily
2023-06-01,BGW-003,BGW-003-C2,7.1,157.3,52.7,9.85,20.64,94.7,92.8,14.08,25.7,automated_daily
2023-06-02,BGW-003,BGW-003-C2,5.55,139.5,52.7,9.08,16.81,90.5,84.9,13.68,32.7,automated_daily
2023-06-03,BGW-003,BGW-003-C2,6.21,153.6,40.9,11.86,20.43,85.1,79.8,16.26,21.3,automated_daily
2023-06-04,BGW-003,BGW-003-C2,5.76,104.2,45.9,11.25,17.41,88.2,85.8,15.4,34.4,automated_daily
2023-06-05,BGW-003,BGW-003-C2,6.38,124.9,42.2,13.12,23.1,84.9,79.9,17.54,20.2,automated_daily
2023-06-06,BGW-003,BGW-003-C2,5.8,162.3,45.1,9.97,16.4,85.5,82.4,14.31,22.3,automated_daily
2023-06-07,BGW-003,BGW-003-C2,6.17,111.0,42.5,11.43,17.55,77.6,70.4,15.86,24.8,automated_daily
2023-06-08,BGW-003,BGW-003-C2,5.1,97.6,50.4,8.96,15.03,76.6,69.2,12.31,17.3,automated_daily
2023-06-09,BGW-003,BGW-003-C2,4.7,153.8,45.4,11.11,21.12,83.4,82.6,16.58,17.9,automated_daily
2023-06-10,BGW-003,BGW-003-C2,4.77,108.4,36.4,10.39,19.94,87.0,82.0,13.85,25.6,automated_daily
2023-06-11,BGW-003,BGW-003-C2,5.48,142.9,57.7,10.13,18.27,82.1,79.4,13.12,26.3,automated_daily
2023-06-12,BGW-003,BGW-003-C2,7.0,105.9,39.3,8.41,16.7,74.9,68.8,12.25,23.7,automated_daily
2023-06-13,BGW-003,BGW-003-C2,6.68,145.5,52.0,10.66,20.05,89.0,88.5,15.35,33.5,automated_daily
2023-06-14,BGW-003,BGW-003-C2,5.4,112.3,38.3,13.55,20.31,81.9,78.0,16.04,15.1,automated_daily
2023-06-15,BGW-003,BGW-003-C2,5.53,106.6,39.6,11.55,18.57,72.1,67.0,14.82,19.6,automated_daily
2023-06-16,BGW-003,BGW-003-C2,4.53,97.1,44.9,10.93,18.03,85.1,82.5,14.62,28.6,automated_daily
2023-06-17,BGW-003,BGW-003-C2,6.7,135.6,44.4,11.76,17.8,77.2,71.7,16.97,25.3,automated_daily
2023-06-18,BGW-003,BGW-003-C2,6.18,146.6,37.8,10.93,17.43,80.7,78.8,15.17,27.0,automated_daily
2023-06-19,BGW-003,BGW-003-C2,6.99,133.6,53.6,13.33,20.13,89.6,83.8,19.17,20.6,automated_daily
2023-06-20,BGW-003,BGW-003-C2,5.12,161.8,55.6,13.27,22.79,63.8,59.1,18.65,23.0,automated_daily
2023-06-21,BGW-003,BGW-003-C2,5.66,131.0,59.9,10.13,21.07,84.5,82.3,15.34,26.9,automated_daily
2023-06-22,BGW-003,BGW-003-C2,6.86,96.3,36.8,13.16,22.04,71.4,67.3,18.6,33.5,automated_daily
2023-06-23,BGW-003,BGW-003-C2,6.05,111.7,59.6,13.35,22.48,79.3,74.3,17.05,19.1,automated_daily
2023-06-24,BGW-003,BGW-003-C2,6.51,135.4,55.4,10.71,21.88,73.8,72.1,15.01,19.1,automated_daily
2023-06-25,BGW-003,BGW-003-C2,6.31,102.7,39.2,12.37,20.22,77.0,70.6,16.67,22.7,automated_daily
2023-06-26,BGW-003,BGW-003-C2,5.94,125.5,44.7,9.97,16.06,76.1,71.2,11.6,22.5,automated_daily
2023-06-27,BGW-003,BGW-003-C2,7.17,113.1,58.0,9.3,21.13,71.3,67.9,15.66,21.0,automated_daily
2023-06-28,BGW-003,BGW-003-C2,5.35,148.6,35.5,11.35,21.8,69.5,65.7,16.42,30.4,automated_daily
2023-06-29,BGW-003,BGW-003-C2,5.15,124.6,53.3,9.63,19.42,74.4,73.2,13.81,27.1,automated_daily
2023-06-30,BGW-003,BGW-003-C2,6.93,153.4,37.4,9.84,18.59,84.9,82.2,14.97,22.0,automated_daily
2023-07-01,BGW-003,BGW-003-C2,4.86,114.7,36.8,11.06,17.98,76.1,75.6,15.99,26.8,automated_daily
2023-07-02,BGW-003,BGW-003-C2,7.45,138.7,54.9,8.96,19.15,72.8,68.4,14.62,17.1,automated_daily
2023-07-03,BGW-003,BGW-003-C2,5.75,151.9,59.8,13.24,21.11,75.0,71.8,16.93,25.8,automated_daily
2023-07-04,BGW-003,BGW-003-C2,6.46,161.5,42.7,8.77,18.82,75.6,70.9,14.1,29.9,automated_daily
2023-07-05,BGW-003,BGW-003-C2,6.4,158.1,43.7,8.08,17.84,73.9,73.7,13.84,18.4,automated_daily
2023-07-06,BGW-003,BGW-003-C2,7.34,101.8,35.1,8.62,20.54,65.4,57.6,14.7,29.9,automated_daily
2023-07-07,BGW-003,BGW-003-C2,4.8,112.9,57.2,8.99,18.12,62.0,60.0,14.44,18.9,automated_daily
2023-07-08,BGW-003,BGW-003-C2,4.64,167.3,37.8,10.49,19.0,81.0,78.6,15.02,21.8,automated_daily
2023-07-09,BGW-003,BGW-003-C2,6.13,158.2,55.5,9.31,19.81,71.5,65.2,14.09,34.3,automated_daily
2023-07-10,BGW-003,BGW-003-C2,5.85,117.1,56.6,13.49,20.08,74.6,70.2,16.82,20.0,automated_daily
2023-07-11,BGW-003,BGW-003-C2,5.43,147.6,37.0,11.68,21.17,71.5,65.2,15.22,21.7,automated_daily
2023-07-12,BGW-003,BGW-003-C2,6.64,128.4,46.5,13.79,21.75,73.2,72.0,16.85,31.2,automated_daily
2023-07-13,BGW-003,BGW-003-C2,7.07,114.2,55.7,11.77,20.67,76.6,69.2,17.26,17.6,automated_daily
2023-07-14,BGW-003,BGW-003-C2,6.87,135.0,41.9,9.41,21.25,75.9,72.4,15.19,27.0,automated_daily
2023-07-15,BGW-003,BGW-003-C2,4.74,110.3,36.6,13.39,20.28,63.9,62.1,16.3,32.9,automated_daily
2023-07-16,BGW-003,BGW-003-C2,5.15,147.6,48.0,11.57,17.67,66.9,60.0,13.62,31.7,automated_daily
2023-07-17,BGW-003,BGW-003-C2,6.7,98.2,52.8,11.38,18.0,74.1,71.9,13.72,33.5,automated_daily
2023-07-18,BGW-003,BGW-003-C2,6.6,151.0,50.0,13.13,20.5,67.3,65.3,15.92,31.2,automated_daily
2023-07-19,BGW-003,BGW-003-C2,7.43,150.9,40.8,9.38,18.05,77.6,72.4,13.61,16.3,automated_daily
2023-07-20,BGW-003,BGW-003-C2,6.95,113.3,50.9,9.62,18.95,82.0,76.4,13.07,29.8,automated_daily
2023-07-21,BGW-003,BGW-003-C2,5.44,160.4,54.5,11.13,17.63,64.4,60.9,13.08,20.2,automated_daily
2023-07-22,BGW-003,BGW-003-C2,7.27,106.6,53.5,11.73,21.73,69.3,62.5,16.72,26.6,automated_daily
2023-07-23,BGW-003,BGW-003-C2,5.35,133.0,35.2,9.49,16.4,66.2,65.2,13.04,17.1,automated_daily
2023-07-24,BGW-003,BGW-003-C2,6.51,142.9,58.6,13.52,24.76,67.4,61.9,19.08,18.6,automated_daily
2023-07-25,BGW-003,BGW-003-C2,7.38,132.3,48.7,8.03,14.92,65.2,60.8,11.78,24.6,automated_daily
2023-07-26,BGW-003,BGW-003-C2,6.9,158.0,40.9,10.59,20.35,62.5,57.9,17.42,20.5,automated_daily
2023-07-27,BGW-003,BGW-003-C2,5.66,133.3,44.7,9.92,17.46,70.4,67.0,12.83,18.0,automated_daily
2023-07-28,BGW-003,BGW-003-C2,6.42,103.7,35.6,8.31,14.85,58.9,53.8,12.51,17.7,automated_daily
2023-07-29,BGW-003,BGW-003-C2,7.1,132.4,45.7,10.84,17.45,65.1,63.3,12.48,27.9,automated_daily
2023-07-30,BGW-003,BGW-003-C2,7.34,124.6,38.5,13.79,23.79,65.3,59.3,18.96,20.7,automated_daily
2023-07-31,BGW-003,BGW-003-C2,4.97,158.9,54.3,10.27,21.59,64.2,56.8,14.99,23.1,automated_daily
2023-08-01,BGW-003,BGW-003-C2,5.42,105.4,57.6,13.89,20.24,69.2,63.7,17.99,27.2,automated_daily
2023-08-02,BGW-003,BGW-003-C2,4.54,132.3,58.5,9.67,17.77,73.6,67.2,13.14,33.9,automated_daily
2023-08-03,BGW-003,BGW-003-C2,6.28,163.6,50.4,11.61,17.7,59.7,56.1,14.92,33.0,automated_daily
2023-08-04,BGW-003,BGW-003-C2,5.42,167.6,54.9,12.55,22.83,65.1,64.7,18.17,31.0,automated_daily
2023-08-05,BGW-003,BGW-003-C2,5.55,114.7,40.9,11.29,19.04,65.9,65.7,15.47,26.1,automated_daily
2023-08-06,BGW-003,BGW-003-C2,5.53,118.6,42.1,11.74,19.44,65.9,58.6,15.27,30.8,automated_daily
2023-08-07,BGW-003,BGW-003-C2,6.4,146.3,39.4,10.28,17.05,61.7,57.6,14.04,26.9,automated_daily
2023-09-05,BGW-003,BGW-003-C3,5.35,129.7,53.5,8.79,15.52,89.8,88.0,12.97,34.2,automated_daily
2023-09-06,BGW-003,BGW-003-C3,4.82,105.9,40.1,10.21,17.39,95.6,94.9,13.51,30.8,automated_daily
2023-09-07,BGW-003,BGW-003-C3,6.74,108.7,42.6,13.89,20.4,92.3,88.8,17.65,15.1,automated_daily
2023-09-08,BGW-003,BGW-003-C3,6.15,119.1,46.8,10.35,19.14,90.4,83.6,13.63,20.6,automated_daily
2023-09-09,BGW-003,BGW-003-C3,6.68,112.2,57.7,13.0,20.52,98.0,91.6,17.74,15.5,automated_daily
2023-09-10,BGW-003,BGW-003-C3,6.78,131.2,56.1,8.45,18.89,89.2,81.5,14.49,23.6,automated_daily
2023-09-11,BGW-003,BGW-003-C3,7.18,117.0,58.4,9.92,16.67,97.7,95.0,13.18,17.6,automated_daily
2023-09-12,BGW-003,BGW-003-C3,7.22,102.8,50.4,10.42,20.3,89.7,85.8,15.35,23.0,automated_daily
2023-09-13,BGW-003,BGW-003-C3,4.89,131.3,37.9,11.5,20.06,89.9,83.6,15.5,27.6,automated_daily
2023-09-14,BGW-003,BGW-003-C3,6.63,164.9,46.2,8.06,17.68,93.2,92.0,11.66,15.6,automated_daily
2023-09-15,BGW-003,BGW-003-C3,7.12,105.7,47.5,9.52,17.09,90.8,85.7,11.76,32.5,automated_daily
2023-09-16,BGW-003,BGW-003-C3,4.71,127.8,49.6,12.44,22.98,88.8,81.9,18.11,34.6,automated_daily
2023-09-17,BGW-003,BGW-003-C3,4.61,118.6,54.1,10.87,16.9,80.1,77.3,13.27,32.6,automated_daily
2023-09-18,BGW-003,BGW-003-C3,7.34,129.7,55.0,8.6,17.71,82.1,74.8,14.06,28.1,automated_daily
2023-09-19,BGW-003,BGW-003-C3,5.05,144.9,43.1,9.98,21.07,85.3,85.1,15.92,19.8,automated_daily
2023-09-20,BGW-003,BGW-003-C3,5.15,109.3,47.6,10.61,19.44,84.6,77.6,13.67,27.8,automated_daily
2023-09-21,BGW-003,BGW-003-C3,6.05,117.9,57.6,10.63,20.06,83.2,78.7,17.1,25.7,automated_daily
2023-09-22,BGW-003,BGW-003-C3,5.88,152.2,43.2,13.61,24.69,75.9,74.8,20.2,33.1,automated_daily
2023-09-23,BGW-003,BGW-003-C3,5.45,111.7,36.4,10.87,21.4,85.9,80.6,15.76,25.5,automated_daily
2023-09-24,BGW-003,BGW-003-C3,6.43,125.2,59.5,12.97,23.17,87.8,83.7,20.21,23.8,automated_daily
2023-09-25,BGW-003,BGW-003-C3,7.22,167.9,50.0,12.09,20.49,81.1,81.0,15.31,33.7,automated_daily
2023-09-26,BGW-003,BGW-003-C3,7.14,125.0,52.8,11.83,21.08,71.2,70.0,17.69,21.0,automated_daily
2023-09-27,BGW-003,BGW-003-C3,7.33,148.4,41.5,10.79,20.18,86.4,80.6,15.96,25.5,automated_daily
2023-09-28,BGW-003,BGW-003-C3,4.58,148.4,57.0,12.77,24.36,75.6,69.3,18.8,24.5,automated_daily
2023-09-29,BGW-003,BGW-003-C3,4.56,142.0,41.9,9.84,20.68,82.8,81.9,15.66,28.7,automated_daily
2023-09-30,BGW-003,BGW-003-C3,6.06,102.2,54.0,11.81,21.46,81.0,79.2,18.57,21.0,automated_daily
2023-10-01,BGW-003,BGW-003-C3,4.78,102.9,39.8,9.3,16.06,83.6,82.7,12.73,26.1,automated_daily
2023-10-02,BGW-003,BGW-003-C3,5.36,100.0,59.2,8.32,19.26,94.0,88.7,13.64,29.9,automated_daily
2023-10-03,BGW-003,BGW-003-C3,7.13,135.2,40.3,11.44,18.04,78.4,75.4,16.02,20.0,automated_daily
2023-10-04,BGW-003,BGW-003-C3,7.43,101.5,40.1,10.84,17.07,84.1,83.4,14.27,15.9,automated_daily
2023-10-05,BGW-003,BGW-003-C3,5.77,97.5,55.3,12.98,21.35,84.5,82.9,17.26,28.6,automated_daily
2023-10-06,BGW-003,BGW-003-C3,5.68,134.8,41.2,10.7,20.82,75.7,72.4,15.35,29.8,automated_daily
2023-10-07,BGW-003,BGW-003-C3,6.21,109.3,52.5,12.92,19.49,77.0,69.8,17.38,28.4,automated_daily
2023-10-08,BGW-003,BGW-003-C3,6.46,121.6,42.6,8.22,18.57,71.3,66.8,14.66,22.8,automated_daily
2023-10-09,BGW-003,BGW-003-C3,5.86,130.4,37.4,10.28,16.66,77.0,70.8,13.27,31.0,automated_daily
2023-10-10,BGW-003,BGW-003-C3,4.96,117.6,40.8,10.64,21.37,80.4,79.5,16.13,16.8,automated_daily
2023-10-11,BGW-003,BGW-003-C3,6.25,101.0,36.7,12.38,20.82,76.4,73.6,15.56,16.7,automated_daily
2023-10-12,BGW-003,BGW-003-C3,6.83,124.1,46.7,10.39,21.1,85.4,85.2,15.32,21.1,automated_daily
2023-10-13,BGW-003,BGW-003-C3,7.45,116.1,46.1,11.29,20.6,77.6,76.3,17.75,29.5,automated_daily
2023-10-14,BGW-003,BGW-003-C3,6.68,139.4,40.8,8.59,18.4,72.7,67.7,12.64,23.9,automated_daily
2023-10-15,BGW-003,BGW-003-C3,5.17,130.3,42.8,9.08,15.73,70.5,67.2,13.77,34.3,automated_daily
2023-10-16,BGW-003,BGW-003-C3,5.05,150.2,47.0,13.56,23.21,68.1,66.5,17.38,34.3,automated_daily
2023-10-17,BGW-003,BGW-003-C3,5.95,136.6,48.7,12.58,21.43,69.9,68.9,18.11,26.4,automated_daily
2023-10-18,BGW-003,BGW-003-C3,6.94,164.2,41.0,13.33,23.62,79.8,75.1,18.54,23.2,automated_daily
2023-10-19,BGW-003,BGW-003-C3,6.45,138.6,35.9,9.93,18.86,62.0,56.9,16.04,24.2,automated_daily
2023-10-20,BGW-003,BGW-003-C3,5.34,105.9,38.6,9.83,20.43,74.2,70.9,13.69,34.0,automated_daily
2023-10-21,BGW-003,BGW-003-C3,6.63,102.1,36.8,9.65,16.26,68.0,62.7,14.34,27.8,automated_daily
2023-10-22,BGW-003,BGW-003-C3,6.84,151.6,56.8,12.16,20.3,65.1,60.9,18.39,17.2,automated_daily
2023-10-23,BGW-003,BGW-003-C3,7.24,166.9,41.2,8.57,15.24,76.1,69.7,11.97,30.1,automated_daily
2023-10-24,BGW-003,BGW-003-C3,5.18,122.2,54.8,9.56,18.6,73.5,70.0,16.48,34.8,automated_daily
2023-10-25,BGW-003,BGW-003-C3,5.95,165.0,43.7,12.44,24.02,75.5,73.6,19.18,16.5,automated_daily
2023-10-26,BGW-003,BGW-003-C3,5.55,105.1,45.1,12.52,20.31,68.5,64.7,16.36,29.0,automated_daily
2023-10-27,BGW-003,BGW-003-C3,4.91,164.7,54.2,11.91,22.25,75.1,71.7,16.18,25.0,automated_daily
2023-10-28,BGW-003,BGW-003-C3,7.39,139.6,44.4,12.31,22.49,66.0,64.0,18.67,17.7,automated_daily
2023-10-29,BGW-003,BGW-003-C3,6.79,118.6,50.8,9.97,16.85,73.4,67.5,12.33,31.5,automated_daily
2023-10-30,BGW-003,BGW-003-C3,6.95,107.2,50.4,10.2,20.68,72.4,67.8,16.51,25.7,automated_daily
2023-10-31,BGW-003,BGW-003-C3,5.29,143.1,56.0,8.39,17.86,60.9,53.8,13.14,20.4,automated_daily
2023-11-01,BGW-003,BGW-003-C3,6.26,153.1,50.7,11.46,20.17,69.8,69.2,14.41,18.1,automated_daily
2023-11-02,BGW-003,BGW-003-C3,4.74,101.5,54.7,8.61,17.04,80.0,72.6,13.22,19.7,automated_daily
2023-11-03,BGW-003,BGW-003-C3,6.28,131.0,37.9,8.95,19.77,69.4,66.6,13.65,18.8,automated_daily
2023-11-04,BGW-003,BGW-003-C3,6.02,119.5,50.2,8.75,19.89,76.1,70.2,14.12,26.6,automated_daily
2023-11-05,BGW-003,BGW-003-C3,5.77,122.2,55.0,8.01,18.13,70.7,69.0,13.28,23.8,automated_daily
2023-11-06,BGW-003,BGW-003-C3,7.12,135.4,42.8,12.22,21.2,70.0,69.7,16.38,34.4,automated_daily
2023-11-07,BGW-003,BGW-003-C3,7.09,140.7,36.9,12.38,21.03,71.7,65.4,16.81,15.1,automated_daily
2023-11-08,BGW-003,BGW-003-C3,5.56,130.7,58.3,12.93,23.74,68.4,64.1,19.07,29.9,automated_daily
2023-11-09,BGW-003,BGW-003-C3,4.77,114.4,58.1,12.5,18.96,61.4,54.0,15.31,27.1,automated_daily
